"doc_title","doc_link","geschaeftstitel","geschaeftsnummer"
"Beantwortung vom 17.06.2025 (24/EA 57/143)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=d0eaeb8139c64afea13d1325d46e3080-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Aline Indergand vom 2. April 2025 \"Polizeikorpsaufstockung - bisherige Entwicklung\"","24/EA 57/143"
"Wortlaut vom 02.04.2025 (24/EA 59/145)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=85638117d43f4a0fa5a43fa84987464a-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Marcel Wittwer, Aline Indergand, Beat Stump, Oliver Martin vom 2. April 2025 \"Rechtsextremismus ein Problem - Linksextremismus kein Problem?\"","24/EA 59/145"
"Beantwortung vom 27.05.2025 (24/EA 59/145)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=002b8ebed7f54902a8f7a040fed3ea70-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Marcel Wittwer, Aline Indergand, Beat Stump, Oliver Martin vom 2. April 2025 \"Rechtsextremismus ein Problem - Linksextremismus kein Problem?\"","24/EA 59/145"
"Finanzstrategie 2025–2031","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c07327e76298451bb5c62761b4374534-332&v=2&r=PDF&typ=pdf","Finanzstrategie 2025-2031","24/WE 2/147"
"Kommissionsbericht vom 23.06.2025 (24/WE 2/147)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6e7a3ac3d1c94d1f98971820b96bb6a6-332&v=2&r=PDF&typ=pdf","Finanzstrategie 2025-2031","24/WE 2/147"
"Protokollauszug Diskussion vom 02.07.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=fd5f197984d649d7a0728ab2a53e2d5f-332&v=2&r=PDF&typ=pdf","Finanzstrategie 2025-2031","24/WE 2/147"
"Rechenschaftsbericht 2024 des Verwaltungsgerichts des Kantons Thurgau","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=dbf7d7e6f5694a299a5684559f9a8f70-332&v=2&r=PDF&typ=pdf","Rechenschaftsbericht 2024 des Verwaltungsgerichts","24/BS 15/151"
"Kommissionsbericht vom 24.06.2025 (24/BS 15/151)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=e0c713bd58e045e6bfedaeb2e2f15620-332&v=2&r=PDF&typ=pdf","Rechenschaftsbericht 2024 des Verwaltungsgerichts","24/BS 15/151"
"Entwurf Kommission vom 24.06.2025 (24/BS 15/151)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6afe50b654ba43eeb8bfdc95195d31a7-332&v=2&r=PDF&typ=pdf","Rechenschaftsbericht 2024 des Verwaltungsgerichts","24/BS 15/151"
"Protokollauszug Eintreten, Detailberatung, Beschlussfassung vom 13.08.2025 (24/BS 15/151)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=bb3e411f9d3c4b6b8dd309c9fc47dbcf-332&v=2&r=PDF&typ=pdf","Rechenschaftsbericht 2024 des Verwaltungsgerichts","24/BS 15/151"
"Beschluss vom 13.08.2025 (24/BS 15/151)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=bc11ea5c8c044a96a13b66fb123b6d63-332&v=2&r=PDF&typ=pdf","Rechenschaftsbericht 2024 des Verwaltungsgerichts","24/BS 15/151"
"Botschaft vom 01.04.2025 (24/BS 12/148)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=383aded1af5541a1a12d81369505ef0c-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über den Nachtragskredit 2025 im Sinne eines Verpflichtungskredites für das Projekt Aufgaben- und Verzichtsplanung 2025-2027 (AVP 2025-2027)","24/BS 12/148"
"Entwurf Regierungsrat vom 01.04.2025 (24/BS 12/148)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b7df6250e9b74d81833a8b307954a4c4-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über den Nachtragskredit 2025 im Sinne eines Verpflichtungskredites für das Projekt Aufgaben- und Verzichtsplanung 2025-2027 (AVP 2025-2027)","24/BS 12/148"
"Projektkonzeption für die Aufgaben- und Verzichtsplanung 2025-2027 (AVP 2025-2027)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=a30cf23c469f42c099c4eb4f055cfb94-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über den Nachtragskredit 2025 im Sinne eines Verpflichtungskredites für das Projekt Aufgaben- und Verzichtsplanung 2025-2027 (AVP 2025-2027)","24/BS 12/148"
"Kommissionsbericht vom 01.05.2025 (24/BS 12/148)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=5c19a30ce9e448c393326fd1c9731398-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über den Nachtragskredit 2025 im Sinne eines Verpflichtungskredites für das Projekt Aufgaben- und Verzichtsplanung 2025-2027 (AVP 2025-2027)","24/BS 12/148"
"Entwurf Kommission (24/BS 12/148)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=3cf174fae49d415daa08d9bf2e1dbaa4-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über den Nachtragskredit 2025 im Sinne eines Verpflichtungskredites für das Projekt Aufgaben- und Verzichtsplanung 2025-2027 (AVP 2025-2027)","24/BS 12/148"
"Protokollauszug Eintreten, Detailberatung, Beschlussfassung vom 21.05.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=79ee8258d33d44b788acd16d2fb4a3c9-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über den Nachtragskredit 2025 im Sinne eines Verpflichtungskredites für das Projekt Aufgaben- und Verzichtsplanung 2025-2027 (AVP 2025-2027)","24/BS 12/148"
"Beschluss vom 21.05.2025 (24/BS 12/148)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0d6a442c808d464b9fcc0cc3b6b359ac-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über den Nachtragskredit 2025 im Sinne eines Verpflichtungskredites für das Projekt Aufgaben- und Verzichtsplanung 2025-2027 (AVP 2025-2027)","24/BS 12/148"
"Botschaft vom 06.05.2025 (24/BS 16/152)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=70891b204fe6463f9d0a3333e7f15cb3-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates zur Überführung der Liegenschaften Zürcherstrasse 331 und 333, Frauenfeld, vom Landkreditkonto ins übrige Finanzvermögen","24/BS 16/152"
"Entwurf Regierungsrat vom 06.05.2025 (24/BS 16/152)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=341604fd2beb4310a9b07a71e062b916-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates zur Überführung der Liegenschaften Zürcherstrasse 331 und 333, Frauenfeld, vom Landkreditkonto ins übrige Finanzvermögen","24/BS 16/152"
"Kommissionsbericht vom 23.06.2025 (24/BS 16/152)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=7c2c749b7168411e94ccfcfa666debe9-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates zur Überführung der Liegenschaften Zürcherstrasse 331 und 333, Frauenfeld, vom Landkreditkonto ins übrige Finanzvermögen","24/BS 16/152"
"Entwurf Kommission (24/BS 16/152)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=45f046cfc3a6405fb46af478a0608538-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates zur Überführung der Liegenschaften Zürcherstrasse 331 und 333, Frauenfeld, vom Landkreditkonto ins übrige Finanzvermögen","24/BS 16/152"
"Protokollauszug Eintreten, Detailberatung, Beschlussfassung vom 13.08.2025 (24/BS 16/152)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=5e546ca0331f4ff1a7dab1a54eccc96f-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates zur Überführung der Liegenschaften Zürcherstrasse 331 und 333, Frauenfeld, vom Landkreditkonto ins übrige Finanzvermögen","24/BS 16/152"
"Beschluss vom 13.08.2025 (24/BS 16/152)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6c354601ce924cb7a231a02a1a582e0e-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates zur Überführung der Liegenschaften Zürcherstrasse 331 und 333, Frauenfeld, vom Landkreditkonto ins übrige Finanzvermögen","24/BS 16/152"
"GVTG_Geschäftsbericht_2024","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=da270f64f2114c6baaec2ec2f72e7834-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024 der Gebäudeversicherung Thurgau","24/BS 14/150"
"Entwurf Kommission (24/BS 14/150)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=016f3e915c814d0980acb70740c0ea0c-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024 der Gebäudeversicherung Thurgau","24/BS 14/150"
"Kommissionsbericht vom 06.06.2025 (24/BS 14/150)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c45a6a35944944f999ab0c251946d031-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024 der Gebäudeversicherung Thurgau","24/BS 14/150"
"Beschluss Geschäftsbericht 2024 GVTG vom 18.06.2025  (24/BS 14/150)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=cdd72895bed84f79abb3dc5eb32c3d70-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024 der Gebäudeversicherung Thurgau","24/BS 14/150"
"Protokollauszug Eintreten, Detailberatung, Beschlussfassung vom 18.06.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=296287b5510d4adebec37de946987d86-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024 der Gebäudeversicherung Thurgau","24/BS 14/150"
"Wortlaut vom 07.05.2025 (24/EA 61/158)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=bd1cc91e341d411b8852cd44fb12c3fc-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Aline Indergand vom 7. Mai 2025 \"Mehrfachausschaffungen - Wie viele Fälle ereigneten sich im Kanton Thurgau?\"","24/EA 61/158"
"Beantwortung vom 01.07.2025 (24/EA 61/158)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=cea11381f5da48c4b448f41c385ed250-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Aline Indergand vom 7. Mai 2025 \"Mehrfachausschaffungen - Wie viele Fälle ereigneten sich im Kanton Thurgau?\"","24/EA 61/158"
"Kommissionsbericht vom 19.06.2025 (24/EB 4/162)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=db13f55346a14ed096296e4b0f78d133-332&v=2&r=PDF&typ=pdf","Kantonsbürgerrechtsgesuche vom 02.07.2025","24/EB 4/162"
"Protokollauszug Eintreten, Detailberatung, Beschlussfassung vom 02.07.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=3e33a07bea9e499c97b753009f061adf-332&v=2&r=PDF&typ=pdf","Kantonsbürgerrechtsgesuche vom 02.07.2025","24/EB 4/162"
"Wortlaut vom 07.05.2025 (24/EA 63/160)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=2432fbd4d1eb4416a4576bfcabffe3a2-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Hermann Lei vom 7. Mai 2025 \"Mehrfachausschaffungen - Welche Kosten trägt der Kanton Thurgau?\"","24/EA 63/160"
"Beantwortung vom 01.07.2025 (24/EA 63/160)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0742b02b31514725bb014cb36aab75f1-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Hermann Lei vom 7. Mai 2025 \"Mehrfachausschaffungen - Welche Kosten trägt der Kanton Thurgau?\"","24/EA 63/160"
"Wortlaut vom 07.05.2025 (24/EA 62/159)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=20e3029063d84e648e1f0d4f6b9ec833-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Corinna Pasche-Strasser, Isabelle Wepfer, Marion Sontheim vom 7. Mai 2025 \"Sicherstellung professioneller Vollkostenrechnungen der Anbieter für die Umsetzung des SOVS vor der Überführung in die Regelstruktur\"","24/EA 62/159"
"Beantwortung vom 24.06.2025 (24/EA 62/159)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6c1899d50b764d369722e4439aa1f9c6-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Corinna Pasche-Strasser, Isabelle Wepfer, Marion Sontheim vom 7. Mai 2025 \"Sicherstellung professioneller Vollkostenrechnungen der Anbieter für die Umsetzung des SOVS vor der Überführung in die Regelstruktur\"","24/EA 62/159"
"Protokollauszug Wahl vom 02.07.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=04fa36dde691449895713bc01720fec2-332&v=2&r=PDF&typ=pdf","Ersatzwahlen eines Mitglieds, des Vizepräsidiums und des Präsidiums des Verwaltungsgerichts für den Rest der Amtsdauer","24/WA 23/163"
"Protokollauszug Amtsgelübde vom 18.06.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=ec532ddacc5c4e55a81ff5da4612dd7c-332&v=2&r=PDF&typ=pdf","Amtsgelübde von Regierungsrätin Ruth Faller Graf","24/WA 25/165"
"Protokollauszug Ersatzwahl vom 02.07.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=e3e9c8b8b3a747198fb84d813ca6d86f-332&v=2&r=PDF&typ=pdf","Ersatzwahl eines Mitglieds der Justizkommission für den Rest der Amtsdauer","24/WA 27/170"
"Bericht FPK vom 13.06.2025 (24/WA 26/169)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=7fc3d3ea1c6b40e398d9412c822fbebe-332&v=2&r=PDF&typ=pdf","Wahl einer ausserordentlichen Berufsrichterin am Bezirksgericht Kreuzlingen für eine verlängerte Amtsdauer","24/WA 26/169"
"Protokollauszug Wahl vom 02.07.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=498558f647db414ea32285b1fe430c9f-332&v=2&r=PDF&typ=pdf","Wahl einer ausserordentlichen Berufsrichterin am Bezirksgericht Kreuzlingen für eine verlängerte Amtsdauer","24/WA 26/169"
"Wortlaut vom 21.05.2025 (24/EA 65/167)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=3a91f925c9104b8aa4bce1efc6072637-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Karin Bétrisey, Marcel Preiss vom 21. Mai 2025 \"Neue Amtsleitung Denkmalpflege Thurgau – Transparenz schaffen\"","24/EA 65/167"
"Beantwortung vom 27.05.2025 (24/EA 65/167)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=16e932a1aa17440f89f93fb9e5d6156e-332&v=2&r=PDF&typ=pdf","Einfache Anfrage von Karin Bétrisey, Marcel Preiss vom 21. Mai 2025 \"Neue Amtsleitung Denkmalpflege Thurgau – Transparenz schaffen\"","24/EA 65/167"
"Missiv inkl. Wahlprotokoll vom 18. Mai 2025 (24/WA 24/164)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=9e8461d7544a4c58b7765d33767e5d8e-332&v=2&r=PDF&typ=pdf","Genehmigung der Ersatzwahl eines Mitgliedes des Regierungsrates vom 18. Mai 2025","24/WA 24/164"
"Botschaft Ratsbüro vom 10.06.2025 (24/WA 24/164)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=8b860ed331274844bb92073b0d8c4307-332&v=2&r=PDF&typ=pdf","Genehmigung der Ersatzwahl eines Mitgliedes des Regierungsrates vom 18. Mai 2025","24/WA 24/164"
"Beschlussesentwurf Ratsbüro","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=58097b427d6d40f48e509bf1f4f10d87-332&v=2&r=PDF&typ=pdf","Genehmigung der Ersatzwahl eines Mitgliedes des Regierungsrates vom 18. Mai 2025","24/WA 24/164"
"Protokollauszug Genehmigung der Ersatzwahl vom 18.06.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=bd4c2409ee194e0390a1189653634117-332&v=2&r=PDF&typ=pdf","Genehmigung der Ersatzwahl eines Mitgliedes des Regierungsrates vom 18. Mai 2025","24/WA 24/164"
"Genehmigung der Ersatzwahl eines Mitgliedes des Regierungsrates vom 18.06.2025 (24/WA 24/164)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=cdf539e6a64c4bb5bdb820d26aa66097-332&v=2&r=PDF&typ=pdf","Genehmigung der Ersatzwahl eines Mitgliedes des Regierungsrates vom 18. Mai 2025","24/WA 24/164"
"Protokollauszug Beantwortung vom 02.07.2025 (24/FR 7/161)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0049019d359c4aaa88e63a968db1d825-332&v=2&r=PDF&typ=pdf","Fragestunde vom 02.07.2025","24/FR 7/161"
"Botschaft vom 27.05.2025 (24/BS 17/168)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=a439e498a5c842f59226d611702d9aa8-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über einen Nachtragskredit 2025 zum kantonalen Energieförderprogramm","24/BS 17/168"
"Beilage Fördersummen Kennzahlen (24/BS 17/168)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=fac3bc738dcd4ea68ab4ae068bc12d9d-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über einen Nachtragskredit 2025 zum kantonalen Energieförderprogramm","24/BS 17/168"
"Kommissionsbericht inkl. Beschlussesentwurf vom 15.09.2025 (24/BS 17/168)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=279b0e42a7144a509920825c0f20ecb3-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über einen Nachtragskredit 2025 zum kantonalen Energieförderprogramm","24/BS 17/168"
"Beschlussesentwurf (24/BS 17/168)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c8d989ab82fb4457bdb66b7c1e7ce374-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über einen Nachtragskredit 2025 zum kantonalen Energieförderprogramm","24/BS 17/168"
"Protokollauszug Eintreten, Detailberatung, Beschlussfassung vom 22.10.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=f61b6d16a9ae4386b49710689b94b2a9-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über einen Nachtragskredit 2025 zum kantonalen Energieförderprogramm","24/BS 17/168"
"Beschluss vom 22.10.2025 (24/BS 17/168)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=d9e581ebad654ff38bf705075eeb7d7c-332&v=2&r=PDF&typ=pdf","Beschluss des Grossen Rates über einen Nachtragskredit 2025 zum kantonalen Energieförderprogramm","24/BS 17/168"
"Geschäftsbericht 2024 und Anhang I (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=5c5e33cf738345ebbaa442162db73583-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Anhang II Staatsrechnung 2024 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=51da6183abcf47daa3ae47d948fbab0e-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=917a7eb5b8a14536b7c5d8462e75aa52-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Missiv vom 11.03.2025 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6bc84d3327764b95ac50ebc0bde59c8c-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Beilage_1_-_Kreditüberschreitungen_GB_2024 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=366825f7f4e84de698b7586561dac3e9-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Beilage_2_-_Kreditüberschreitungen_nicht_GB_2024  (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=3ea67df0c807445abeab615da4440f4f-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Beilage_3_-_Kreditüberschreitungen_Investitionsrechnung_2024 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=3fd752c1685f4cffb89643be87271a7c-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Entwurf Regierungsrat vom 11.03.2025 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0ff831955a6a49bf9437ca1ae1d49478-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Subkommissionsbericht DIV zum Geschäftsbericht 2024 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=4c21bb398dca4e96bc76962ce5d26ef6-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Subkommissionsbericht DBU zum Geschäftsbericht 2024 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=594556a042bf43eebb0de3ad320a7606-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Subkommissionsbericht DEK zum Geschäftsbericht 2024 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=0cb7ed5250914e3f9f82f7ddcab679c9-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Subkommissionsbericht DJS zum Geschäftsbericht 2024 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=c3ee51a504674ce9a2855a502aff385a-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Subkommissionsbericht DFS SK zum Geschäftsbericht 2024 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=73f2010846fe4a53bb3803b34f21fec2-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Kommissionsbericht vom 23.06.2025 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b7e78f111cab4b05ae5786c9ec2a8f64-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Entwurf Kommission vom 23.06.2025 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=6f94dddf7d61435b99031994de350b94-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Beschluss vom 02.07.2025 (24/BS 13/149)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=e6b3ace5ba7a4c128d306c6529a5c2b5-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Protokollauszug Eintreten, Detailberatung, Beschlussfassung vom 02.07.2025","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=b98f0c6ae24f48918a0ea16bf16b6fd5-332&v=2&r=PDF&typ=pdf","Geschäftsbericht 2024, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2024 des Datenschutz- und Öffentlichkeitsbeauftragten","24/BS 13/149"
"Wortlaut vom 18.06.2025 (24/MO 24/173)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=2e8507600ce84bcaaf7fa035e355d964-332&v=2&r=PDF&typ=pdf","Motion von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Dietz, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 \"Massnahmen des Kantons Thurgau gegen die Einführung der Individualbesteuerung\"","24/MO 24/173"
"Beantwortung vom 16.09.2025 (24/MO 24/173)","https://parlament.tg.ch/de/geschaefte/dok_geschaeft.php?did=fa1fa24ed54540a0a00b8d2e9152175f-332&v=2&r=PDF&typ=pdf","Motion von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Dietz, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 \"Massnahmen des Kantons Thurgau gegen die Einführung der Individualbesteuerung\"","24/MO 24/173"
